docking_folder,PLANTS,rDock,smina,SMILES,pic50
5se5_792,-79.4137,-71.3588,-8.97825,CNC(=O)c1c(NC(=O)c2nc(N3CCN(C)CC3)cnc2Nc2cncnc2)cnn1C,6.160672819168044
5se5_799,-96.0968,-69.7779,-8.25003,O=C(NCc1ccc(F)c(F)c1)c1nc(C2CC2)cnc1Nc1cncnc1,6.424082783541296
5se5_801,-85.5741,-77.018,-8.39419,CNC(=O)c1c(NC(=O)c2nc(C(C)(C)O)cnc2Nc2cncnc2)cnn1C,7.55327232864811
5se5_804,-91.9615,-68.8398,-8.16599,O=C(NCC1(c2ccccc2)CCCCC1)c1nc(C2CC2)cnc1Nc1cncnc1,6.137586540212883
5se5_807,-88.8826,-69.4031,-9.04882,CNC(=O)c1c(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)ccc(C)c1C,7.265216166819262
5se5_812,-88.9744,-75.2149,-8.86537,O=C(Nc1cccc(N2CCOCC2)c1)c1nc(C2CC2)cnc1Nc1cncnc1,7.903333260024618
5se5_823,-94.8275,-70.6136,-8.19388,O=C(NC1CCN(Cc2ccccc2)CC1)c1nc(C2CC2)cnc1Nc1cncnc1,5.29690852934396
5se5_824,-86.1347,-72.3524,-8.33488,CCn1ncc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)c1C(=O)N(C)C,7.651266896201713
5se5_828,-66.0252,-83.2135,-8.91036,CN(C)CCn1ccc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)n1,7.535495549098965
5se5_830,-87.2348,-73.2702,-9.0527,O=C(Nc1cccc(C(=O)N2CCCC2)n1)c1nc(C2CC2)cnc1Nc1cncnc1,7.986572872929304
5se5_845,-81.5407,-71.9436,-7.93716,CNC(=O)c1c(NC(=O)c2nc(OCC(F)(F)F)cnc2Nc2cncnc2)cnn1C,7.307109036862694
5se5_855,-85.9814,-69.4686,-8.4868,O=C(Nc1cncc(OC(F)F)c1)c1nc(C2CC2)cnc1Nc1cncnc1,6.87235752800614
5se5_857,-89.5205,-71.1306,-7.98385,CN(C)CCn1nccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,6.502503649414585
5se5_858,-87.5995,-72.6559,-8.7821,CNC(=O)c1c(NC(=O)c2nc([C@@H]3CCOC3)cnc2Nc2cncnc2)cnn1C,8.155771418698372
5se5_867,-80.541,-71.1286,-8.04262,CCN(C)c1cnc(Nc2cncnc2)c(C(=O)Nc2cnn(C)c2C(=O)NC)n1,7.717627162575619
5se5_869,-89.9323,-72.0968,-8.87076,CC(=O)c1cc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)ccc1F,8.015968019728819
5se5_870,-92.547,-78.0766,-8.86725,CNC(=O)c1c(Cl)cccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,7.6570840829159135
5se5_875,-86.7858,-71.4756,-8.67335,CCC(=O)c1cc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)ccc1O,7.5820967180087715
5se5_880,-82.2413,-72.5482,-8.52599,O=C(NCC1CC1)c1cccc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)n1,8.015607721475734
5se5_881,-91.0398,-75.2815,-9.0939,O=C1CCc2ccc(NC(=O)c3nc(C4CC4)cnc3Nc3cncnc3)cc21,7.568781024801149
5se5_882,-82.4605,-73.1259,-8.37875,CN(C)C(=O)Cn1ccc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)n1,7.501910096275809
5se5_884,-86.3875,-75.6476,-8.10968,CNC(=O)c1c(NC(=O)c2nc(C(C)=O)cnc2Nc2cncnc2)cnn1C,6.7911208074048774
5se5_885,-90.3123,-70.7021,-8.38188,CON(C)C(=O)c1c(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)cnn1C,8.655804284128566
5se5_888,-89.6209,-75.532,-8.80792,CNC(=O)c1c(C)cccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,7.743089918110643
5se5_889,-89.2526,-70.9459,-9.00084,O=C(Nc1cccnc1C(=O)N1CCCC1)c1nc(C2CC2)cnc1Nc1cncnc1,8.603277721496227
5se5_890,-88.7816,-75.2151,-8.31273,CNC(=O)c1c(NC(=O)c2nc(C3CC3)cnc2Nc2cnccn2)cnn1C,6.371012666950675
5se5_892,-79.8962,-76.3436,-8.77256,CNC(=O)c1c(NC(=O)c2nc(N3CCOCC3)cnc2Nc2cncnc2)cnn1C,8.38563016045171
5se5_894,-92.6791,-77.2242,-8.48087,CC(C)(O)CNC(=O)c1cccc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)n1,8.260902553882525
5se5_895,-85.4335,-72.7769,-8.61862,CNC(=O)c1c(NC(=O)c2nc([C@H]3CCOC3)cnc2Nc2cncnc2)cnn1C,7.921833291831846
5se5_899,-91.5036,-67.6176,-8.81105,CN(C)C(=O)c1ncncc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,7.045419837256242
5se5_901,-97.2979,-70.8756,-7.98212,O=C(NCCC1CCCCC1)c1nc(C2CC2)cnc1Nc1cncnc1,5.850681411420573
5se5_904,-84.5996,-74.0392,-8.75551,CNC(=O)c1c(NC(=O)c2nc(N3CCCC3)cnc2Nc2cncnc2)cnn1C,7.619445077845786
5se5_905,-87.5405,-71.8205,-8.69297,CNC(=O)c1c(F)cccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,7.164186914423338
5se5_910,-94.4187,-75.5833,-8.46975,CC(C)NC(=O)c1ncccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,8.310602337178716
5se5_912,-87.8207,-73.5512,-8.87475,CNC(=O)c1cc(F)c(F)cc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,9.130459592366813
5se5_913,-89.3347,-72.7595,-8.689,CNC(=O)c1ccc(F)cc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,9.17068383612989
5se5_917,-89.6686,-74.6768,-8.41126,CC(C)Oc1cccc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)n1,7.627824713884935
5se5_918,-85.4251,-71.2762,-8.52639,CNC(=O)c1c(NC(=O)c2nc(N3CCC3)cnc2Nc2cncnc2)cnn1C,6.844959419088897
5se5_920,-83.1213,-75.5511,-8.99644,O=C(Nc1cccc(C(=O)N2CCOCC2)n1)c1nc(C2CC2)cnc1Nc1cncnc1,8.125750177221597
5se5_922,-88.4883,-72.2903,-8.91342,CNC(=O)c1cc(F)ccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,9.022733787572708
5se5_924,-90.6442,-64.4461,-8.03431,O=C(NCC1(c2ccccc2)CCOCC1)c1nc(C2CC2)cnc1Nc1cncnc1,5.935810907309137
5se5_925,-89.2639,-74.3192,-8.49237,CCNC(=O)c1ncccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,8.635642485156898
5se5_928,-80.0778,-75.778,-8.57274,CC(C)NC(=O)c1cccc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)n1,8.065703593180594
5se5_931,-91.823,-72.4402,-8.89457,CNC(=O)c1nc(C)ncc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,7.7148028771890305
5se5_932,-93.2987,-73.9745,-9.01877,O=C1CCc2c(NC(=O)c3nc(C4CC4)cnc3Nc3cncnc3)cccc21,6.906294715091841
5se5_933,-90.9923,-70.4883,-8.70489,CNC(=O)c1cc(OC)ccc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,9.32057210338788
5se5_949,-91.076,-74.3072,-9.45905,O=C(Nc1ccc(O)c2c1CCCC2=O)c1nc(C2CC2)cnc1Nc1cncnc1,7.982048931169258
5se5_957,-86.6815,-71.8499,-8.44639,CC(=O)c1cccc(NC(=O)c2nc(C3CC3)cnc2Nc2cncnc2)c1,7.718103449753939
5se5_971,-85.1533,-70.4282,-7.51824,CNC(=O)[C@@H]1CCC[C@H]1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,5.944387763119485
5se5_976,-89.9755,-62.224,-7.4146,CC(C)(C)CC(C)(C)NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,6.082665195946944
5se5_988,-89.623,-73.0137,-8.21355,O=C(NCC1CCOCC1)c1nc(C2CC2)cnc1Nc1cncnc1,5.237726141211642
5se5_999,-88.9643,-69.5144,-8.53008,CNC(=O)c1ncncc1NC(=O)c1nc(C2CC2)cnc1Nc1cncnc1,8.28366271211045
5se6_108,-98.1194,-82.9126,-10.19766,Cn1cc(-c2ccccc2)nc1COc1cc(N2CCOCC2)nc(-c2ccn[nH]2)n1,6.430330028238552
5se6_210,-108.823,-73.841,-10.43708,Cc1nn2ccc(OCc3nc(-c4ccccc4)cn3C)nc2c1C,8.46916022138348
5se6_312,-108.235,-75.6907,-10.09619,Cn1cc(-c2ccccc2)nc1COc1cc(N2CCOCC2)nc(-c2cccnc2)n1,6.568747236392618
5se7_1062,-74.6785,-70.9975,-6.81826,CN(C(=O)c1c(C(=O)N2CCC2)cnn1C)c1ccn2nc(-c3ccccc3)nc2c1,5.837429321043515
5se7_11,-107.079,-83.7584,-9.48005,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3ccccc3OCCCF)nc2c1,9.52432881167557
5se7_111,-105.722,-82.3038,-10.19676,COC1CN(C(=O)c2cnn(C)c2C(=O)Nc2ccn3nc(-c4cccc(F)c4)nc3c2)C1,8.328271911760442
5se7_115,-109.038,-77.4629,-10.15803,Cn1c(Cl)nc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,9.343256213067622
5se7_120,-106.136,-81.59,-9.93719,COc1ccccc1-c1nc2cc(NC(=O)c3c(C(=O)N4CCC4)cnn3C)ccn2n1,9.219085313918677
5se7_131,-97.9673,-78.5244,-9.93397,CC(=O)O.O=C(Nc1ccn2nc(-c3ccccc3)nc2c1)c1c(C(=O)N2CCC2)cnn1CCF,5.873029399915776
5se7_139,-103.348,-81.8226,-10.00473,COC1CN(C(=O)c2cnn(C)c2C(=O)Nc2ccn3nc(-c4ccccc4)nc3c2)C1,7.610421506715773
5se7_14,-108.506,-80.673,-9.47049,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3ccccc3OCCF)nc2c1,9.462180904926724
5se7_140,-107.561,-79.5896,-10.52617,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3cccc(F)c3)nc2c1,8.973574185630191
5se7_160,-103.356,-74.2303,-10.05548,COc1cccc(-c2nc3cc(NC(=O)c4c(C(=O)N5CCC5)cnn4C)ccn3n2)n1,8.961379838050297
5se7_165,-103.493,-75.285,-10.25645,Cn1ncc(C(=O)N2CC(F)C2)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,9.44471187820255
5se7_172,-97.2836,-81.9257,-10.37708,Cn1ncc(-c2ccccc2)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,6.87950174791096
5se7_175,-99.5834,-76.2437,-9.43311,CCOC(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(-c3cccc(F)c3)nc2c1,7.336808090839107
5se7_176,-104.518,-75.5465,-10.29099,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3cccc(F)n3)nc2c1,8.920456992597094
5se7_183,-106.036,-73.079,-9.69801,Cn1cnc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,7.671151693088803
5se7_185,-101.327,-73.8854,-10.0614,COc1cc(-c2nc3cc(NC(=O)c4c(C(=O)N5CCC5)cnn4C)ccn3n2)ccn1,8.3253225321268
5se7_186,-103.784,-75.6813,-10.20525,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3cccnc3F)nc2c1,8.332080314682639
5se7_196,-102.295,-76.9992,-10.09469,Cc1cn2nc(-c3ccccc3)nc2cc1NC(=O)c1c(C(=O)N2CCC2)cnn1C,9.730487055782083
5se7_204,-102.852,-78.9437,-10.23024,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1cc2nc(-c3ccccc3)nn2cc1F,9.109617591644291
5se7_205,-100.271,-75.2382,-9.22745,CC(C)OC(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,8.102262974654574
5se7_217,-104.072,-75.4791,-10.16093,Cn1ncc2c1C(=O)N(c1ccn3nc(-c4cccc(F)c4)nc3c1)C2=O,7.294153386260618
5se7_218,-101.194,-77.0807,-10.24119,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3ccnc(Cl)c3)nc2c1,8.161025045044532
5se7_219,-101.82,-70.3174,-9.95042,Cc1cncc(-c2nc3cc(NC(=O)c4c(C(=O)N5CCC5)cnn4C)ccn3n2)c1,7.950820755354034
5se7_220,-103.305,-80.7354,-8.66167,CCOC(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(-c3ccccc3OC)nc2c1,7.925549281045408
5se7_234,-101.995,-75.7406,-10.18997,Cc1cc(-c2nc3cc(NC(=O)c4c(C(=O)N5CCC5)cnn4C)ccn3n2)ccn1,8.71791712967587
5se7_239,-100.948,-76.8292,-8.78002,COCc1cnn(C)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,7.840432806766381
5se7_250,-102.015,-81.3577,-9.74972,Cn1nnc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,6.738691919340926
5se7_255,-102.97,-75.5439,-8.87504,CCOC(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,8.134659094375415
5se7_258,-97.9684,-78.6735,-9.08033,CCN(CC)C(=O)c1c(C)noc1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,5.506293015563928
5se7_264,-104.817,-74.875,-8.96056,CCOC(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(-c3cccnc3F)nc2c1,6.736397066859836
5se7_265,-102.96,-75.9241,-10.4802,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3ccnc(F)c3)nc2c1,8.168642214557932
5se7_268,-95.1517,-78.3389,-8.64366,CCOC(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(-c3cccnc3)nc2c1,7.464655236323343
5se7_280,-98.1679,-75.0968,-8.92441,CCOC(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(-c3ccnc(F)c3)nc2c1,6.102140430986529
5se7_281,-100.624,-70.4803,-9.88774,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3cccnc3)nc2c1,8.936595378885096
5se7_287,-100.673,-93.2984,-9.03178,Cn1ncc(CO)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,7.283490089699445
5se7_316,-98.316,-72.7169,-10.06573,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccc2nc(-c3cccnc3)nn2c1,7.360971953213058
5se7_321,-100.427,-77.4834,-10.07534,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3ccncc3)nc2c1,8.738975166007602
5se7_337,-99.6822,-71.8221,-10.03008,Cn1ncc(C(=O)N2CC(F)C2)c1C(=O)Nc1ccn2nc(-c3cccnc3)nc2c1,8.935375696057616
5se7_341,-68.8716,-90.0717,-9.06769,Cc1c(NC(=O)c2c(C(=O)N3CCC3)cnn2C)ccn2nc(-c3ccccc3)nc12,7.788212237099108
5se7_356,-101.725,-77.8185,-9.097,COc1ccccc1-c1nc2cc(NC(=O)c3c(C(=O)O)cnn3C)ccn2n1,8.011307297450182
5se7_371,-101.453,-73.7577,-9.17385,Cn1ncc(Br)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,7.453013398685821
5se7_378,-103.741,-72.022,-9.01928,COC(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,7.8349635200054335
5se7_380,-102.57,-73.9636,-9.69934,Cn1ncc(C(=O)O)c1C(=O)Nc1ccn2nc(-c3cccc(F)c3)nc2c1,7.611408683799467
5se7_381,-95.5461,-69.7478,-9.59147,O=C(O)c1cccnc1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,6.192716692136363
5se7_390,-97.0949,-72.6382,-8.67255,COCc1cc(C(=O)Nc2ccn3nc(-c4ccccc4)nc3c2)n(C)n1,7.062116171003959
5se7_394,-97.9411,-73.9732,-9.52855,Cn1ncc(C(=O)O)c1C(=O)Nc1ccn2nc(-c3ccnc(F)c3)nc2c1,6.243684977619001
5se7_401,-99.6945,-74.0621,-9.2205,Cn1ncc(C(N)=O)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,7.81025709975843
5se7_405,-99.7341,-72.9813,-9.28968,Cl.Cn1ncc(C(=O)O)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1.[Li+],7.603573971981897
5se7_420,-102.267,-71.6104,-10.28015,O=C(Nc1ccn2nc(-c3ccccc3)nc2c1)c1onc2ccccc12,6.711661330604837
5se7_428,-93.8578,-65.2727,-8.39519,CC(C)OC(=O)c1c(C(=O)Nc2ccn3nc(-c4ccccc4)nc3c2)cnn1C,7.82730951824415
5se7_433,-101.923,-69.8161,-9.21163,Cn1ncc(Cl)c1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,6.681859417600723
5se7_437,-99.8927,-75.6705,-9.15593,O=C(Nc1ccn2nc(-c3ccccc3)nc2c1)c1conc1C(=O)NC1CC1,6.823593268228679
5se7_458,-99.9999,-73.728,-9.18107,Cn1ncc(C(=O)O)c1C(=O)Nc1ccn2nc(-c3cccnc3F)nc2c1,7.178198347625735
5se7_514,-97.6101,-78.0272,-9.32513,COc1ncc(C2CC2)nc1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,7.769755500598624
5se7_578,-89.6614,-71.4465,-9.05974,CC(C)c1nc2cc(NC(=O)c3c(C(=O)N4CCC4)cnn3C)ccn2n1,7.324936908790331
5se7_592,-101.958,-75.8201,-10.3494,O=C(Nc1ccn2nc(-c3ccccc3)nc2c1)c1onc2ccc(Br)cc12,7.990379159185675
5se7_606,-91.79,-67.2031,-8.65978,O=C(Nc1ccn2nc(-c3ccccc3)nc2c1)c1ccno1,5.62959832020707
5se7_647,-89.7555,-74.6902,-9.23485,CC(C)c1nc2cc(NC(=O)c3c(C(=O)N4CC(F)C4)cnn3C)ccn2n1,7.377154170399669
5se7_659,-95.7028,-65.434,-9.46745,COC(=O)c1cccnc1C(=O)Nc1ccn2nc(-c3ccccc3)nc2c1,5.565927305311629
5se7_66,-107.349,-75.0366,-9.43297,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3cccc(OCCF)n3)nc2c1,8.270754192774692
5se7_71,-106.1,-79.0758,-9.82025,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3ccccc3OCF)nc2c1,8.760700520873106
5se7_75,-111.868,-83.3692,-10.40631,Cc1nc(C(=O)N2CCC2)c(C(=O)Nc2ccn3nc(-c4ccccc4)nc3c2)n1C,7.6994914706567075
5se7_76,-103.414,-76.6925,-9.6933,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3cccc(OCCF)c3)nc2c1,9.047922292565245
5se7_761,-85.5226,-74.5232,-8.02166,CCOC(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(C(C)C)nc2c1,5.837723027839271
5se7_778,-97.1028,-67.7277,-9.38838,O=C(Nc1ccn2nc(-c3ccccc3)nc2c1)c1ccc(Cl)cn1,5.0
5se7_820,-83.0619,-70.5511,-8.37309,COc1ccc(-c2nc3cc(NC(=O)c4c(C(=O)N5CCC5)cnn4C)ccn3n2)cc1,8.102314727585236
5se7_825,-75.384,-72.0308,-6.40698,CCOC(=O)c1cnn(C)c1C(=O)N(C)c1ccn2nc(-c3ccccc3)nc2c1,5.0
5se7_848,-84.0036,-68.9762,-8.20522,CC(C)c1nc2cc(NC(=O)c3c(C(=O)O)cnn3C)ccn2n1,5.908576104325548
5se7_85,-106.401,-81.6874,-10.06708,COc1cccc(-c2nc3cc(NC(=O)c4c(C(=O)N5CCC5)cnn4C)ccn3n2)c1,9.512861624522811
5se7_96,-107.244,-71.7811,-9.74245,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(-c3cccc(OCF)c3)nc2c1,9.068376648410917
5se8_21,-118.102,-77.4835,-10.57732,Cn1ncc(C(=O)N2CCC2)c1C(=O)NCCc1nc(-c2ccccc2)nn1-c1cccnc1,9.296823601351303
5se8_267,-106.675,-70.6883,-10.20589,Cn1ncc(C(=O)N2CCC2)c1C(=O)NCCc1nc(-c2ccccc2)n[nH]1,8.423773862550394
5se8_29,-111.875,-83.5296,-9.95437,COCCn1nc(-c2ccccc2)nc1CCNC(=O)c1c(C(=O)N2CCC2)cnn1C,6.545798422895944
5se8_30,-118.418,-76.2911,-10.43913,Cn1ncc(C(=O)N2CCC2)c1C(=O)NCCc1nc(-c2ccccc2)nn1Cc1ccccc1,8.431211787684653
5se8_32,-115.367,-72.1279,-10.13042,Cn1ncc(C(=O)N2CCC2)c1C(=O)NCCc1nc(-c2ccccc2)nn1CC1CC1,8.247106845115406
5se8_49,-114.088,-76.1902,-10.21737,Cn1ncc(C(=O)N2CCC2)c1C(=O)NCCc1nc(-c2ccccc2)nn1CC(F)(F)F,7.366272493072591
5se8_78,-114.644,-77.1036,-10.35046,Cn1ncc(C(=O)N2CCC2)c1C(=O)NCCc1nc(-c2ccccc2)nn1C1CC1,8.467245621007502
5se9_121,-111.174,-81.9099,-10.35812,Cc1c(CO)nc2ccc(OCc3nc(-c4ccccc4)cn3C)nn12,6.440307584014981
5se9_128,-104.263,-79.621,-10.37127,Cc1c(C(N)=O)nc2ccc(OCc3nc(-c4ccccc4)cn3C)nn12,6.941122452969493
5se9_168,-113.052,-76.3427,-10.01207,Cn1cc(-c2ccccc2)nc1COc1ccc2nc(C3CC3)c(CO)n2n1,6.777632144546737
5se9_214,-111.333,-78.1655,-10.45296,Cc1nc2c(C)c(C)c(OCc3nc(-c4ccccc4)cn3C)nn2c1C,8.76929568638743
5se9_263,-104.11,-74.9069,-9.65566,Cn1cc(-c2ccccc2)nc1COc1ccc2nc(C3CC3)cn2n1,6.772203247345381
5se9_282,-106.705,-72.0144,-10.30022,Cn1cc(-c2ccccc2)nc1COc1ccc2nc3c(n2n1)CCC3,7.327929863873407
5se9_288,-107.465,-70.1417,-10.22472,CCc1nc2ccc(OCc3nc(-c4ccccc4)cn3C)nn2c1C,6.577886405303168
5se9_305,-110.581,-69.4424,-10.77416,Cc1c(C(F)(F)F)nc2ccc(OCc3nc(-c4ccccc4)cn3C)nn12,7.467779453327325
5se9_314,-105.277,-79.16,-10.56935,COc1cc(OCc2nc(-c3ccccc3)cn2C)nn2c(C)c(C(F)(F)F)nc12,7.926574943254018
5se9_344,-108.289,-74.8485,-9.83117,Cc1c(C#N)nc2ccc(OCc3nc(-c4ccccc4)cn3C)nn12,7.624537579552828
5se9_445,-104.703,-69.5209,-9.78637,Cc1cn2nc(OCc3nc(-c4ccccc4)cn3C)ccc2n1,6.876181013981003
5se9_455,-102.159,-73.4204,-8.89473,CCc1nc2ccc(OCc3cccc(N4CCCC4)n3)nn2c1C,6.261638880823079
5se9_462,-107.587,-69.031,-10.25879,Cc1nc2ccc(OCc3nc(-c4ccccc4)nn3C)nn2c1C,7.287055818643065
5se9_517,-106.358,-71.1262,-10.31427,Cn1cc(-c2ccccc2)nc1COc1ccc2nc(C(F)(F)F)cn2n1,6.484347332045092
5se9_559,-104.01,-73.5765,-9.2774,Cc1nc2ccc(OCc3cccc(N4CCCC4)n3)nn2c1C,6.79190008591064
5se9_573,-94.7277,-75.9211,-9.70176,Cc1nc2ccc(OCc3nc(N4CCCC4)nn3C)nn2c1C,7.009070941465632
5se9_762,-99.7236,-68.5729,-9.03518,Cc1cn2nc(OCc3cccc(N4CCCC4)n3)ccc2n1,6.585459491770991
5sea_507,-82.2021,-76.7375,-9.66543,O=C(Nc1ccnn1-c1ccccc1)c1nc(C2CC2)ccc1Nc1cncnc1,9.062482107982653
5sea_516,-80.017,-79.2733,-9.84223,O=C(Nc1cn(-c2ccccn2)cn1)c1nc(C2CC2)ccc1Nc1cncnc1,7.481144023436166
5sea_653,-87.8562,-77.6707,-9.49539,O=C(Nc1cc(C2CCCC2)n[nH]1)c1nc(C2CC2)ccc1Nc1cncnc1,6.425428227362064
5sea_748,-89.081,-67.7603,-9.54408,CN(C)C(=O)c1cc(NC(=O)c2nc(C3CC3)ccc2Nc2cncnc2)[nH]n1,5.938349268516047
5sec_17,-115.451,-80.0953,-11.17868,Cc1nc2ccccc2nc1CCc1nc(-c2ccccc2)cn1-c1ccccn1,8.740645072691965
5sec_326,-87.323,-75.5683,-9.38148,CN(C)c1nc(CCc2nccn2-c2ccccc2)nc2ccccc12,6.231358939345216
5sed_100,-113.804,-75.7986,-10.98733,Cn1cc(-c2ccccc2)nc1COc1nc(OC2CCOCC2)c2cc(Cl)ccc2n1,7.806179973983888
5sed_162,-114.104,-77.4496,-10.75416,Clc1ccc2nc(CCc3cccc(N4CCCC4)n3)nc(N3CCOCC3)c2c1,8.475993554442628
5sed_19,-113.766,-77.9901,-10.10079,CN(CCO)c1nc(OCc2nc(-c3ccccc3)cn2C)nc2ccc(Cl)cc12,8.509479690636649
5sed_198,-114.913,-74.197,-10.39674,COc1nc(OCc2nc(-c3ccccc3)cn2C)nc2ccc(Cl)cc12,7.832260394155602
5sed_235,-102.054,-80.6243,-11.26375,Clc1ccc2nc(/C=C/c3cccc(N4CCCC4)n3)nc(N3CCOCC3)c2c1,8.199970640755865
5sed_240,-112.509,-71.7927,-11.16485,Cn1cc(-c2ccccc2)nc1COc1nc(N2CCOCC2)c2ccccc2n1,7.974899038953185
5sed_262,-108.839,-79.1773,-10.32456,Clc1ccc2nc(OCc3cccc(N4CCCC4)n3)nc(N3CCOCC3)c2c1,8.600499338685388
5sed_352,-103.69,-74.1714,-9.54177,CN(C)c1nc(OCc2cccc(N3CCCC3)n2)nc2ccc(Cl)cc12,8.112972659229174
5sed_366,-95.409,-70.6563,-10.25348,Cn1cc(-c2ccccc2)nc1COc1nc2ccccc2c(=O)[nH]1,7.048259464208786
5sed_370,-108.144,-74.6744,-10.44279,c1cc(CCc2nc(N3CCOCC3)c3ccccc3n2)nc(N2CCCC2)c1,7.3370062028239476
5sed_396,-104.843,-70.8375,-9.60504,Cc1nn(C)c2nc(OCc3nc(-c4ccccc4)cn3C)ncc12,6.96814736860437
5sed_411,-110.115,-72.0196,-10.06157,COc1nc(OCc2nc(-c3ccccc3)cn2C)nc2ccccc12,7.213156335555238
5sed_470,-95.6174,-71.4091,-9.5614,CN(C)c1nc(OCc2nc3ccccc3n2C)nc2ccc(Cl)cc12,6.9212206622593975
5sed_484,-105.326,-73.0259,-9.94357,c1cc(COc2nc(N3CCOCC3)c3ccccc3n2)nc(N2CCCC2)c1,7.236639402189232
5sed_54,-123.407,-77.3968,-11.63187,Cn1cc(-c2ccccc2)nc1CCc1nc(N2CCOCC2)c2cc(Cl)ccc2n1,8.965371543374678
5sed_574,-87.3712,-72.9885,-9.8739,CN(C)c1nc(/C=C/c2cccc(Br)n2)nc2ccc(Cl)cc12,6.550293328369861
5sed_586,-92.5226,-71.7344,-9.34751,CN(C)c1nc(OCc2cc3ccccn3n2)nc2ccc(Cl)cc12,6.372820602286225
5sed_612,-80.6669,-71.9088,-9.16559,CN(C)c1nc(/C=C/c2nc(Br)cs2)nc2ccc(Cl)cc12,5.83223560166235
